,author,quotes
0,Abraham Lincoln Quotes,Most folks are about as happy as they make their minds up to be.
1,Abraham Lincoln Quotes,No man has a good enough memory to be a successful liar.
2,Abraham Lincoln Quotes,"Human action can be modified to some extent, but human nature cannot be changed."
3,Abraham Lincoln Quotes,Love is the chain to lock a child to its parent.
4,Abraham Lincoln Quotes,There are no bad pictures; that’s just how your face looks sometimes.
5,Abraham Lincoln Quotes,You can tell the greatness of a man by what makes him angry.
6,Abraham Lincoln Quotes,Common looking people are the best in the world: that is the reason the Lord makes so many of them.
7,Abraham Lincoln Quotes,"He has a right to criticize, who has a heart to help."
8,Abraham Lincoln Quotes,Tact: the ability to describe others as they see themselves.
9,Abraham Lincoln Quotes,A farce or comedy is best played; a tragedy is best read at home.
10,Abraham Lincoln Quotes,"Upon the subject of education, not presuming to dictate any plan or system respecting it, I can only say that I view it as the most important subject which we as a people can be engaged in."
11,Abraham Lincoln Quotes,For people who like that kind of a book that is the kind of book they will like.
12,Abraham Lincoln Quotes,"I am rather inclined to silence, and whether that be wise or not, it is at least more unusual nowadays to find a man who can hold his tongue than to find one who cannot."
13,Abraham Lincoln Quotes,"You can fool some of the people all of the time, and all of the people some of the time, but you can not fool all of the people all of the time."
14,Abraham Lincoln Quotes,I don’t like that man. I must get to know him better.
15,Abraham Lincoln Quotes,"When you reach the end of your rope, tie a knot and hang on."
16,Abraham Lincoln Quotes,"Adhere to your purpose and you will soon feel as well as you ever did. On the contrary, if you falter, and give up, you will lose the power of keeping any resolution, and will regret it all your life."
17,Abraham Lincoln Quotes,"And in the end it is not the years in your life that count, it’s the life in your years."
18,Abraham Lincoln Quotes,You cannot escape the responsibility of tomorrow by evading it today.
19,Abraham Lincoln Quotes,Better to remain silent and be thought a fool than to speak out and remove all doubt.
20,Abraham Lincoln Quotes,Leave nothing for tomorrow which can be done today.
21,Abraham Lincoln Quotes,"We can complain because rose bushes have thorns, or rejoice because thorn bushes have roses."
22,Abraham Lincoln Quotes,Every man’s happiness is his own responsibility.
23,Abraham Lincoln Quotes,"If I am killed, I can die but once; but to live in constant dread of it, is to die over and over again."
24,Abraham Lincoln Quotes,"Nearly all men can stand adversity, but if you want to test a man’s character, give him power."
25,Abraham Lincoln Quotes,"I would rather be a little nobody, then to be an evil somebody."
26,Abraham Lincoln Quotes,I have been driven many times upon my knees by the overwhelming conviction that I had nowhere else to go. My own wisdom and that of all about me seemed insufficient for that day.
27,Abraham Lincoln Quotes,Always bear in mind that your own resolution to success is more important than any other thing.
28,Abraham Lincoln Quotes,I’m a success today because I had a friend who believed in me and I didn’t have the heart to let him down.
29,Abraham Lincoln Quotes,I have a congenital aversion to failure.
30,Abraham Lincoln Quotes,I happen temporarily to occupy this big White House. I am living witness that any one of your children may look to come here as my father’s child has.
31,Abraham Lincoln Quotes,"I am not bound to win, but I am bound to be true. I am not bound to succeed, but I am bound to live by the light that I have. I must stand with anybody that stands right, and stand with him while he is right, and part with him when he goes wrong."
32,Abraham Lincoln Quotes,The greatest fine art of the future will be the making of a comfortable living from a small piece of land.
33,Abraham Lincoln Quotes,"Human nature will not change. In any future great national trial, compared with the men of this, we shall have as weak and as strong, as silly and as wise, as bad and as good."
34,Abraham Lincoln Quotes,The best way to predict your future is to create it.
35,Abraham Lincoln Quotes,"What is to be, will be, and no prayers of ours can arrest the decree."
36,Abraham Lincoln Quotes,"Let every American, every lover of liberty, every well wisher to his posterity, swear by the blood of the Revolution, never to violate in the least particular, the laws of the country; and never to tolerate their violation by others."
37,Abraham Lincoln Quotes,"I claim not to have controlled events, but confess plainly that events have controlled me."
38,Abraham Lincoln Quotes,"I know not how to aid you, save in the assurance of one of mature age, and much severe experience, that you can not fail, if you resolutely determine, that you will not."
39,Abraham Lincoln Quotes,"I have not permitted myself, gentlemen, to conclude that I am the best man in the country; but I am reminded, in this connection, of a story of an old Dutch farmer who remarked to a companion once that ‘it was not best to swap horses while crossing streams’."
40,Abraham Lincoln Quotes,"I have stepped out upon this platform that I may see you and that you may see me, and in the arrangement I have the best of the bargain."
41,Abraham Lincoln Quotes,The demon of intemperance ever seems to have delighted in sucking the blood of genius and of generosity.
42,Abraham Lincoln Quotes,"This is a world of compensations; and he who would be no slave, must consent to have no slave. Those who deny freedom to others, deserve it not for themselves; and, under a just God, can not long retain it."
43,Abraham Lincoln Quotes,"As I would not be a slave, so I would not be a master. This expresses my idea of democracy."
44,Abraham Lincoln Quotes,"In giving freedom to the slave, we assure freedom to the free — honorable alike in what we give, and what we preserve. We shall nobly save, or meanly lose, the last best hope of earth."
45,Abraham Lincoln Quotes,You think slavery is right and should be extended; while we think slavery is wrong and ought to be restricted. That I suppose is the rub. It certainly is the only substantial difference between us.
46,Abraham Lincoln Quotes,The one victory we can ever call complete will be that one which proclaims that there is not one slave or one drunkard on the face of God’s green earth.
47,Abraham Lincoln Quotes,"All I ask for the negro is that if you do not like him, let him alone. If God gave him but little, that little let him enjoy."
48,Abraham Lincoln Quotes,"I leave you, hoping that the lamp of liberty will burn in your bosoms until there shall no longer be a doubt that all men are created free and equal."
49,Abraham Lincoln Quotes,"No man is good enough to govern another man, without that other’s consent. I say this is the leading principle–the sheet anchor of American republicanism."
50,Abraham Lincoln Quotes,It may seem strange that any men should dare to ask a just God’s assistance in wringing their bread from the sweat of other men’s faces; but let us judge not that we be not judged. The prayers of both could not be answered; that of neither has been answered fully. The Almighty has His own purposes.
51,Abraham Lincoln Quotes,"Surely God would not have created such a being as man, with an ability to grasp the infinite, to exist only for a day! No, no, man was made for immortality."
52,Abraham Lincoln Quotes,"With malice toward none, with charity for all, with firmness in the right as God gives us to see the right, let us strive on to finish the work we are in; to bind up the nation’s wounds; to care for him who shall have borne the battle, and for his widow and his orphan – to do all which may achieve and cherish a just and lasting peace, among ourselves, and with all nations."
53,Abraham Lincoln Quotes,"I have never studied the art of paying compliments to women; but I must say that if all that has been said by orators and poets since the creation of the world in praise of women were applied to the women of America, it would not do them justice for their conduct during this war. I will close by saying, God bless the women of America!"
54,Abraham Lincoln Quotes,"In regard to this Great Book, I have but to say, it is the best gift God has given to man. All the good the Savior gave to the world was communicated through this book."
55,Abraham Lincoln Quotes,"The will of God prevails. In great contests each party claims to act in accordance with the will of God. Both may be, and one must be, wrong. God cannot be for and against the same thing at the same time. In the present civil war it is quite possible that God’s purpose is something different from the purpose of either party – and yet the human instrumentalities, working just as they do, are of the best adaptation to effect His purpose."
56,Abraham Lincoln Quotes,No man is poor who has a Godly mother.
57,Abraham Lincoln Quotes,I care not for a man’s religion whose dog and cat are not the better for it.
58,Abraham Lincoln Quotes,"Let us have faith that right makes might, and in that faith, let us, to the end, dare to do our duty as we understand it."
59,Abraham Lincoln Quotes,"The United States government must not undertake to run the Churches. When an individual, in the Church or out of it, becomes dangerous to the public interest he must be checked."
60,Abraham Lincoln Quotes,"Any people anywhere, being inclined and having the power, have the right to rise up, and shake off the existing government, and form a new one that suits them better. This is a most valuable – a most sacred right – a right, which we hope and believe, is to liberate the world."
61,Abraham Lincoln Quotes,A house divided against itself cannot stand. I believe this government cannot endure permanently half-slave and half-free. I do not expect the Union to be dissolved – I do not expect the house to fall – but I do expect it will cease to be divided. It will become all one thing or all the other.
62,Abraham Lincoln Quotes,"This country, with its institutions, belongs to the people who inhabit it. Whenever they shall grow weary of the existing government, they can exercise their constitutional right of amending it, or their revolutionary right to dismember it or overthrow it."
63,Abraham Lincoln Quotes,"I desire to so conduct the affairs of this administration that if at the end, when I come to lay down the reins of power, I have lost every other friend on earth, I shall at least have one friend left, and that friend shall be down inside of me."
64,Abraham Lincoln Quotes,"Public sentiment is everything. With public sentiment, nothing can fail; without it nothing can succeed."
65,Abraham Lincoln Quotes,The ballot is stronger than the bullet.
66,Abraham Lincoln Quotes,I cannot make it better known than it already is that I strongly favor colonization.
67,Abraham Lincoln Quotes,"Discourage litigation. Persuade your neighbors to compromise whenever you can. Point out to them how the nominal winner is often a real loser – in fees, expenses, and waste of time. As a peacemaker the lawyer has a superior opportunity of being a good man. There will still be business enough."
68,Abraham Lincoln Quotes,"What is conservatism? Is it not adherence to the old and tried, against the new and untried?"
69,Abraham Lincoln Quotes,"The love of property and consciousness of right and wrong have conflicting places in our organization, which often makes a man’s course seem crooked, his conduct a riddle."
70,Abraham Lincoln Quotes,"Elections belong to the people. It’s their decision. If they decide to turn their back on the fire and burn their behinds, then they will just have to sit on their blisters."
71,Abraham Lincoln Quotes,"When I do good, I feel good. When I do bad, I feel bad. That’s my religion."
72,Abraham Lincoln Quotes,"Labor is prior to, and independent of, capital. Capital is only the fruit of labor, and could never have existed if labor had not first existed. Labor is the superior of capital, and deserves much the higher consideration."
73,Abraham Lincoln Quotes,"Property is the fruit of labor…property is desirable…is a positive good in the world. That some should be rich shows that others may become rich, and hence is just encouragement to industry and enterprise. Let not him who is houseless pull down the house of another; but let him labor diligently and build one for himself, thus by example assuring that his own shall be safe from violence when built."
74,Abraham Lincoln Quotes,I can make a General in five minutes but a good horse is hard to replace.
75,Abraham Lincoln Quotes,"My father taught me to work, but not to love it. I never did like to work, and I don’t deny it. I’d rather read, tell stories, crack jokes, talk, laugh — anything but work."
76,Abraham Lincoln Quotes,"We are not enemies, but friends. We must not be enemies. Though passion may have strained, it must not break our bonds of affection. The mystic chords of memory, stretching from every battlefield and patriot grave to every living heart and hearthstone all over this broad land, will yet swell the chorus of the Union, when again touched, as surely they will be, by the better angels of our nature."
77,Abraham Lincoln Quotes,"If we have no friends, we have no pleasure; and if we have them, we are sure to lose them, and be doubly pained by the loss."
78,Abraham Lincoln Quotes,I distrust the wisdom if not the sincerity of friends who would hold my hands while my enemies stab me.
79,Abraham Lincoln Quotes,"I never encourage deceit, and falsehood, especially if you have got a bad memory, is the worst enemy a fellow can have. The fact is truth is your truest friend, no matter what the circumstances are."
0,Alexander The Great Quotes,I am not afraid of an army of lions led by a sheep; I am afraid of an army of sheep led by a lion.
1,Alexander The Great Quotes,I would rather live a short life of glory than a long one of obscurity.
2,Alexander The Great Quotes,The end and object of conquest is to avoid doing the same thing as the conquered.
3,Alexander The Great Quotes,Bury my body and don’t build any monument. Keep my hands out so the people know the one who won the world had nothing in hand when he died.
4,Alexander The Great Quotes,"Without knowledge, skill cannot be focused. Without skill, strength cannot be brought to bear; and without strength, knowledge may not be applied."
5,Alexander The Great Quotes,"I am indebted to my father for living, but to my teacher for living well."
6,Alexander The Great Quotes,"I had rather excel others in the knowledge of what is excellent, than in the extent of my power and dominion."
7,Alexander The Great Quotes,"For my own part, I would rather excel knowledge of the highest secrets of philosophy than in arms."
8,Alexander The Great Quotes,"When we give someone our time, we actually give a portion of our life that we will never take back."
9,Alexander The Great Quotes,Glory crowns the deeds of those who expose themselves to toils and dangers.
10,Alexander The Great Quotes,"Through every generation of the human race there has been a constant war, a war with fear. Those who have the courage to conquer it are made free and those who are conquered by it are made to suffer until they have the courage to defeat it, or death takes them."
11,Alexander The Great Quotes,"You shall, I question not, find a way to the top if you diligently seek for it; for nature hath placed nothing so high that is out of the reach of industry and valor."
12,Alexander The Great Quotes,Are there no more worlds that I might conquer?
13,Alexander The Great Quotes,I do not steal victory.
14,Alexander The Great Quotes,Let us conduct ourselves so that all men wish to be our friends and all fear to be our enemies.
15,Alexander The Great Quotes,"Toil and risk are the price of glory, but it is a lovely thing to live with courage and die leaving an everlasting fame."
16,Alexander The Great Quotes,"True love never has a happy ending, because there is no ending to true love."
17,Alexander The Great Quotes,Sex and sleep alone make me conscious that I am mortal.
18,Alexander The Great Quotes,"Whatever possession we gain by our sword cannot be sure or lasting, but the love gained by kindness and moderation is certain and durable."
19,Alexander The Great Quotes,There is something noble in hearing myself ill-spoken of when I am doing well.
20,Alexander The Great Quotes,"Consider the world as your country, with laws common to all and where the best will govern irrespective of tribe. I do not distinguish among men, as the narrow-minded do, both among Greeks and Barbarians. I am not interested in the descendance of the citizens or their racial origins. I classify them using one criterion: their virtue."
21,Alexander The Great Quotes,"In the end, when it’s over, all that matters is what you’ve done."
22,Alexander The Great Quotes,A tomb now suffices him for whom the world was not enough.Alexander the Great’s Epitaph
0,Aristotle Quotes,A constitution is the arrangement of magistrates in a state.
1,Aristotle Quotes,A friend to all is a friend to none.
2,Aristotle Quotes,A likely impossibility is always preferable to an unconvincing possibility.
3,Aristotle Quotes,"All human actions have one or more of these seven causes: chance, nature, compulsions, habit, reason, passion, desire."
4,Aristotle Quotes,"All human beings, by nature, desire to know."
5,Aristotle Quotes,All men by nature desire knowledge.
6,Aristotle Quotes,"Anybody can become angry – that is easy, but to be angry with the right person and to the right degree and at the right time and for the right purpose, and in the right way – that is not within everybody’s power and is not easy."
7,Aristotle Quotes,"At his best, man is the noblest of all animals; separated from law and justice he is the worst."
8,Aristotle Quotes,Change in all things is sweet.
9,Aristotle Quotes,Character may almost be called the most effective means of persuasion.
10,Aristotle Quotes,"Comedy aims at representing men as worse, Tragedy as better than in actual life."
11,Aristotle Quotes,Courage is the first of human qualities because it is the quality which guarantees the others.
12,Aristotle Quotes,"Criticism is something we can avoid easily by saying nothing, doing nothing, and being nothing."
13,Aristotle Quotes,"Democracy is when the indigent, and not the men of property, are the rulers."
14,Aristotle Quotes,"Dignity does not consist in possessing honors, but in deserving them."
15,Aristotle Quotes,Each man judges well the things he knows.
16,Aristotle Quotes,Educating the mind without educating the heart is no education at all.
17,Aristotle Quotes,Education is an ornament in prosperity and a refuge in adversity.
18,Aristotle Quotes,Equality consists in the same treatment of similar persons.
19,Aristotle Quotes,"Even when laws have been written down, they ought not always to remain unaltered."
20,Aristotle Quotes,"Every rascal is not a thief, but every thief is a rascal."
21,Aristotle Quotes,"Excellence is an art won by training and habituation. We do not act rightly because we have virtue or excellence, but we rather have those because we have acted rightly. We are what we repeatedly do. Excellence, then, is not an act but a habit."
22,Aristotle Quotes,"Excellence is never an accident. It is always the result of high intention, sincere effort, and intelligent execution; it represents the wise choice of many alternatives – choice, not chance, determines your destiny."
23,Aristotle Quotes,Fear is pain arising from the anticipation of evil.
24,Aristotle Quotes,"For what is the best choice, for each individual is the highest it is possible for him to achieve."
25,Aristotle Quotes,"Friends hold a mirror up to each other; through that mirror they can see each other in ways that would not otherwise be accessible to them, and it is this mirroring that helps them improve themselves as persons."
26,Aristotle Quotes,Friendship is essentially a partnership.
27,Aristotle Quotes,Good habits formed at youth make all the difference.
28,Aristotle Quotes,Happiness depends upon ourselves.
29,Aristotle Quotes,Happiness is activity.
30,Aristotle Quotes,Happiness is an expression of the soul in considered actions.
31,Aristotle Quotes,Happiness is the settling of the soul into its most appropriate spot.
32,Aristotle Quotes,He who has never learned to obey cannot be a good commander.
33,Aristotle Quotes,He who is to be a good ruler must have first been ruled.
34,Aristotle Quotes,Hope is a waking dream.
35,Aristotle Quotes,I count him braver who overcomes his desires than him who conquers his enemies; for the hardest victory is over self.
36,Aristotle Quotes,I have gained this by philosophy that I do without being commanded what others do only from fear of the law.
37,Aristotle Quotes,In all things of nature there is something of the marvelous.
38,Aristotle Quotes,It is during our darkest moments that we must focus to see the light.
39,Aristotle Quotes,"It is easy to perform a good action, but not easy to acquire a settled habit of performing such actions."
40,Aristotle Quotes,It is not enough to win a war; it is more important to organize the peace.
41,Aristotle Quotes,It is possible to fail in many ways…while to succeed is possible only in one way.
42,Aristotle Quotes,It is the mark of an educated mind to be able to entertain a thought without accepting it.
43,Aristotle Quotes,"It is well to be up before daybreak, for such habits contribute to health, wealth, and wisdom."
44,Aristotle Quotes,Knowing yourself is the beginning of all wisdom.
45,Aristotle Quotes,Liars when they speak the truth are not believed.
46,Aristotle Quotes,Love is composed of single soul inhabiting two bodies.
47,Aristotle Quotes,Man is a goal seeking animal. His life only has meaning if he is reaching out and striving for his goals.
48,Aristotle Quotes,Man is by nature a political animal.
49,Aristotle Quotes,Men acquire particular quality by constantly acting in a particular way.
50,Aristotle Quotes,Men are swayed more by fear than by reverence.
51,Aristotle Quotes,"Men create gods after their own image, not only with regard to their form but with regard to their mode of life."
52,Aristotle Quotes,Misfortune shows those who are not really friends.
53,Aristotle Quotes,Most people would rather give than get affection.
54,Aristotle Quotes,My best friend is the man who in wishing me well wishes it for my sake.
55,Aristotle Quotes,"No notice is taken of a little evil, but when it increases it strikes the eye."
56,Aristotle Quotes,No one would choose a friendless existence on condition of having all the other things in the world.
57,Aristotle Quotes,"Obstinate people can be divided into the opinionated, the ignorant, and the boorish."
58,Aristotle Quotes,"Of all the varieties of virtues, liberalism is the most beloved."
59,Aristotle Quotes,"Perfect friendship is the friendship of men who are good, and alike in excellence; for these wish well alike to each other qua good, and they are good in themselves."
60,Aristotle Quotes,Piety requires us to honor truth above our friends.
61,Aristotle Quotes,Pleasure in the job puts perfection in the work.
62,Aristotle Quotes,"Poetry demands a man with a special gift for it, or else one with a touch of madness in him."
63,Aristotle Quotes,"Poetry is finer and more philosophical than history; for poetry expresses the universal, and history only the particular."
64,Aristotle Quotes,Poverty is the parent of revolution and crime.
65,Aristotle Quotes,Probable impossibilities are to be preferred to improbable possibilities.
66,Aristotle Quotes,"Quality is not an act, it is a habit."
67,Aristotle Quotes,Republics decline into democracies and democracies degenerate into despotism.
68,Aristotle Quotes,"Something is infinite if, taking it quantity by quantity, we can always take something outside."
69,Aristotle Quotes,"Teenagers these days are out of control. They eat like pigs, they are disrespectful of adults, they interrupt and contradict their parents, and they terrorize their teachers."
70,Aristotle Quotes,The actuality of thought is life.
71,Aristotle Quotes,"The aim of art is to represent not the outward appearance of things, but their inward significance."
72,Aristotle Quotes,"The aim of the wise is not to secure pleasure, but to avoid pain."
73,Aristotle Quotes,The antidote for fifty enemies is one friend.
74,Aristotle Quotes,"The beauty of the soul shines out when a man bears with composure one heavy mischance after another, not because he does not feel them, but because he is a man of high and heroic temper."
75,Aristotle Quotes,The difference between a learned man and an ignorant one is the same as that between a living man and a corpse.
76,Aristotle Quotes,The educated differ from the uneducated as much as the living from the dead.
77,Aristotle Quotes,The energy of the mind is the essence of life.
78,Aristotle Quotes,The gods too are fond of a joke.
79,Aristotle Quotes,"The greatest thing by far is to be a master of metaphor; it is the one thing that cannot be learned from others; and it is also a sign of genius, since a good metaphor implies an intuitive perception of the similarity of the dissimilar."
80,Aristotle Quotes,The happy life is regarded as a life in conformity with virtue. It is a life which involves effort and is not spent in amusement.
81,Aristotle Quotes,"The ideal man bears the accidents of life with dignity and grace, making the best of circumstances."
82,Aristotle Quotes,The least initial deviation from the truth is multiplied later a thousand fold.
83,Aristotle Quotes,"The most perfect political community is one in which the middle class is in control, and outnumbers both of the other classes."
84,Aristotle Quotes,The one exclusive sign of thorough knowledge is the power of teaching.
85,Aristotle Quotes,The one exclusive sign of thorough knowledge is the power of teaching.
86,Aristotle Quotes,The proof that you know something is that you are able to teach it.
87,Aristotle Quotes,"The roots of education are bitter, but the fruit is sweet."
88,Aristotle Quotes,The secret to humor is surprise.
89,Aristotle Quotes,"The society that loses its grip on the past is in danger, for it produces men who know nothing but the present, and who are not aware that life had been, and could be, different from what it is."
90,Aristotle Quotes,"The true and the approximately true are apprehended by the same faculty; it may also be noted that men have a sufficient natural instinct for what is true, and usually do arrive at the truth. Hence the man who makes a good guess at truth is likely to make a good guess at probabilities."
91,Aristotle Quotes,The ultimate value of life depends upon awareness and the power of contemplation rather than upon mere survival.
92,Aristotle Quotes,The worst form of inequality is to try to make unequal things equal.
93,Aristotle Quotes,There is no great genius without some touch of madness.
94,Aristotle Quotes,This is the reason why mothers are more devoted to their children than fathers: it is that they suffer more in giving them birth and are more certain that they are their own.
95,Aristotle Quotes,"Those that know, do. Those that understand, teach."
96,Aristotle Quotes,"Those who educate children well are more to be honored than they who produce them; for these only gave them life, those the art of living well."
97,Aristotle Quotes,Through discipline comes freedom.
98,Aristotle Quotes,To be conscious that we are perceiving or thinking is to be conscious of our own existence.
99,Aristotle Quotes,To love someone is to identify with them.
100,Aristotle Quotes,"To the query, What is a friend? his reply was A single soul dwelling in two bodies."
101,Aristotle Quotes,"To write well, express yourself like common people, but think like a wise man. Or, think as wise men do, but speak as the common people do."
102,Aristotle Quotes,We cannot learn without pain.
103,Aristotle Quotes,"We live in deeds, not years; in thoughts, not breaths; in feelings, not in figures on a dial. We should count time by heart throbs. He most lives who thinks most, feels the noblest, acts the best."
104,Aristotle Quotes,We make war that we may live in peace.
105,Aristotle Quotes,We must be neither cowardly nor rash but courageous.
106,Aristotle Quotes,We praise a man who feels angry on the right grounds and against the right persons and also in the right manner at the right moment and for the right length of time.
107,Aristotle Quotes,Whosoever is delighted in solitude is either a wild beast or a god.
108,Aristotle Quotes,"Why is it that all those who have become eminent in philosophy, politics, poetry, or the arts are clearly of an atrabilious temperament and some of them to such an extent as to be affected by diseases caused by black bile?"
109,Aristotle Quotes,"Wicked men obey from fear; good men, from love."
110,Aristotle Quotes,"Wishing to be friends is quick work, but friendship is a slow-ripening fruit."
111,Aristotle Quotes,Wit is educated insolence.
112,Aristotle Quotes,You will never do anything in the world without courage. It is the greatest quality of the mind next to honor.
0,Arnold Schwarzenegger Quotes,The worst thing I can be is the same as everybody else. I hate that.
1,Arnold Schwarzenegger Quotes,Failure is not an option. Everyone has to succeed.
2,Arnold Schwarzenegger Quotes,Positive thinking can be contagious. Being surrounded by winners helps you develop into a winner.
3,Arnold Schwarzenegger Quotes,"The mind is the limit. As long as the mind can envision the fact that you can do something, you can do it, as long as you really believe 100 percent."
4,Arnold Schwarzenegger Quotes,"If you work hard and play by the rules, this country is truly open to you. You can achieve anything."
5,Arnold Schwarzenegger Quotes,"Help others and give something back. I guarantee you will discover that while public service improves the lives and the world around you, its greatest reward is the enrichment and new meaning it will bring your own life."
6,Arnold Schwarzenegger Quotes,"No matter the nationality, no matter the religion, no matter the ethnic background, America brings out the best in people."
7,Arnold Schwarzenegger Quotes,"Well, you know, I’m the forever optimist."
8,Arnold Schwarzenegger Quotes,What is the point of being on this Earth if you are going to be like everyone else?
9,Arnold Schwarzenegger Quotes,"For me life is continuously being hungry. The meaning of life is not simply to exist, to survive, but to move ahead, to go up, to achieve, to conquer."
10,Arnold Schwarzenegger Quotes,Money doesn’t make you happy. I now have $50 million but I was just as happy when I had $48 million.
11,Arnold Schwarzenegger Quotes,"Be hungry for success, hungry to make your mark, hungry to be seen and to be heard and to have an effect. And as you move up and become successful, make sure also to be hungry for helping others."
12,Arnold Schwarzenegger Quotes,"You know, nothing is more important than education, because nowhere are our stakes higher; our future depends on the quality of education of our children today."
13,Arnold Schwarzenegger Quotes,"If you want to turn a vision into reality, you have to give 100% and never stop believing in your dream."
14,Arnold Schwarzenegger Quotes,"As you know, I’m an immigrant. I came over here as an immigrant, and what gave me the opportunities, what made me to be here today, is the open arms of Americans. I have been received. I have been adopted by America."
15,Arnold Schwarzenegger Quotes,You have to remember something: Everybody pities the weak; jealousy you have to earn.
16,Arnold Schwarzenegger Quotes,I went from being the Terminator to being the governator.
17,Arnold Schwarzenegger Quotes,"If you don’t find the time, if you don’t do the work, you don’t get the results."
18,Arnold Schwarzenegger Quotes,"The more knowledge you have, the more you’re free to rely on your instincts."
19,Arnold Schwarzenegger Quotes,I love it when people say that something can’t be done. That’s when I really get motivated; I like to prove them wrong.
20,Arnold Schwarzenegger Quotes,"Early to bed, early to rise, work like hell, and advertise."
21,Arnold Schwarzenegger Quotes,"For me life is continuously being hungry. The meaning of life is not simply to exist, to survive, but to move ahead, to go up, to achieve, to conquer."
22,Arnold Schwarzenegger Quotes,"Have a vision, trust yourself, break some rules, ignore the naysayers, don’t be afraid to fail."
23,Arnold Schwarzenegger Quotes,"I’m a big believer in hard work, grinding it out, and not stopping until it’s done."
24,Arnold Schwarzenegger Quotes,My definition of living is to have excitement always; that’s the difference between living and existing.
25,Arnold Schwarzenegger Quotes,"To be successful, however, you must be brutal with yourself and focus on the flaws."
26,Arnold Schwarzenegger Quotes,"If you don’t have a goal, if you don’t have a vision, you’ll just drift around.  And you’re not going to be happy."
27,Arnold Schwarzenegger Quotes,Work your a– off.  There is no magic pill.
28,Arnold Schwarzenegger Quotes,"What is not okay, is when you fail you stay down.  Whoever stays down is a loser."
29,Arnold Schwarzenegger Quotes,"I don’t like being comfortable.  Once you get used to it, it’s hard to give up.  I’d rather stay hungry."
30,Arnold Schwarzenegger Quotes,I like the color red because it’s a fire. And I see myself as always being on fire.
31,Arnold Schwarzenegger Quotes,"In our society, the women who break down barriers are those who ignore limits."
32,Arnold Schwarzenegger Quotes,I knew I was a winner back in the late sixties. I knew I was destined for great things. People will say that kind of thinking is totally immodest. I agree. Modesty is not a word that applies to me in any way. I hope it never will.
33,Arnold Schwarzenegger Quotes,"Learned helplessness is the giving-up reaction, the quitting response that follows from the belief that whatever you do doesn’t matter."
34,Arnold Schwarzenegger Quotes,"Forget plan B. To test yourself and grow, you have to operate without a safety net."
35,Arnold Schwarzenegger Quotes,"I welcome and seek your ideas, but do not bring me small ideas; bring me big ideas to match our future."
36,Arnold Schwarzenegger Quotes,"Don’t go where it’s crowded. Go where it’s empty. Even though it’s harder to get there, that’s where you belong and where there’s less competition."
37,Arnold Schwarzenegger Quotes,I will totally recall Gray Davis!
38,Arnold Schwarzenegger Quotes,You can’t climb the ladder of success with your hands in your pockets.
39,Arnold Schwarzenegger Quotes,"You must have a sincere and burning desire to achieve what you dream, dedicate yourself to making progress, and take control of your circumstances to change your body."
40,Arnold Schwarzenegger Quotes,"The last three or four reps is what makes the muscle grow. This area of pain divides the champion from someone else who is not a champion. That’s what most people lack, having the guts to go on and just say they’ll go through the pain no matter what happens."
41,Arnold Schwarzenegger Quotes,Training gives us an outlet for suppressed energies created by stress and thus tones the spirit just as exercise conditions the body.
42,Arnold Schwarzenegger Quotes,The resistance that you fight physically in the gym and the resistance that you fight in life can only build a strong character.
43,Arnold Schwarzenegger Quotes,I’m addicted to exercising and I have to do something every day.
44,Arnold Schwarzenegger Quotes,What we face may look insurmountable. But I learned something from all those years of training and competing. I learned something from all those sets and reps when I didn’t think I could lift another ounce of weight. What I learned is that we are always stronger than we know.
45,Arnold Schwarzenegger Quotes,"Strength does not come from winning. Your struggles develop your strengths. When you go through hardships and decide not to surrender, that is strength."
46,Arnold Schwarzenegger Quotes,"Just like in bodybuilding, failure is also a necessary experience for growth in our own lives, for if we’re never tested to our limits, how will we know how strong we really are? How will we ever grow?"
47,Arnold Schwarzenegger Quotes,"You have to build the ultimate physical machine, but also the ultimate mind."
48,Arnold Schwarzenegger Quotes,What we face may look insurmountable. But I learned something from all those years of training and competing. I learned something from all those sets and reps when I didn’t think I could lift another ounce of weight. What I learned is that we are always stronger than we know.
49,Arnold Schwarzenegger Quotes,I’ll Be Back.Terminator
50,Arnold Schwarzenegger Quotes,"If it bleeds, we can kill it.Predator"
51,Arnold Schwarzenegger Quotes,"I need your clothes, your boots, and your motorcycle.Terminator 2: Judgement Day"
52,Arnold Schwarzenegger Quotes,You’ve been erased.Eraser
53,Arnold Schwarzenegger Quotes,Put that cookie down! Now!Jingle All The Way
54,Arnold Schwarzenegger Quotes,What killed the dinosaurs? The ICE AGE!as Mr. Freeze in Batman and Robin
0,Audrey Hepburn Quotes,"I decided, very early on, just to accept life unconditionally; I never expected it to do anything special for me, yet I seemed to accomplish far more than I had ever hoped. Most of the time it just happened to me without my ever seeking it."
1,Audrey Hepburn Quotes,"I decided, very early on, just to accept life unconditionally; I never expected it to do anything special for me, yet I seemed to accomplish far more than I had ever hoped. Most of the time it just happened to me without my ever seeking it."
2,Audrey Hepburn Quotes,"Living is like tearing through a museum. Not until later do you really start absorbing what you saw, thinking about it, looking it up in a book, and remembering – because you can’t take it in all at once."
3,Audrey Hepburn Quotes,"My own life has been much more than a fairy tale. I’ve had my share of difficult moments, but whatever difficulties I’ve gone through, I’ve always gotten the prize at the end."
