,author,quotes
40,Rumi Quotes,Your heart is the size of an ocean. Go find yourself in its hidden depths.
41,Rumi Quotes,Try not to resist the changes that come your way. Instead let life live through you. And do not worry that your life is turning upside down. How do you know that the side you are used to is better than the one to come?
42,Rumi Quotes,The ground’s generosity takes in our compost and grows beauty! Try to be more like the ground.
43,Rumi Quotes,"At the end of my life, with just one breath left, if you come, I’ll sit up and sing."
44,Rumi Quotes,Try something different. Surrender.
45,Rumi Quotes,"I want to be where your bare foot walks, because maybe before you step, you’ll look at the ground. I want that blessing."
46,Rumi Quotes,"In your light I learn how to love. In your beauty, how to make poems. You dance inside my chest where no-one sees you, but sometimes I do, and that sight becomes this art."
47,Rumi Quotes,"Be grateful for whoever comes, because each has been sent as a guide from beyond."
48,Rumi Quotes,"This is love: to fly toward a secret sky, to cause a hundred veils to fall each moment. First to let go of life. Finally, to take a step without feet."
49,Rumi Quotes,"That which God said to the rose, and caused it to laugh in full-blown beauty, He said to my heart, and made it a hundred times more beautiful."
50,Rumi Quotes,Be like the sun for grace and mercy. Be like the night to cover others’ faults. Be like running water for generosity. Be like death for rage and anger. Be like the Earth for modesty. Appear as you are. Be as you appear.
51,Rumi Quotes,"Where there is ruin, there is hope for a treasure."
52,Rumi Quotes,"When I am with you, we stay up all night. When you’re not here, I can’t go to sleep. Praise God for those two insomnias! And the difference between them."
53,Rumi Quotes,"Sorrow prepares you for joy. It violently sweeps everything out of your house, so that new joy can find space to enter. It shakes the yellow leaves from the bough of your heart, so that fresh, green leaves can grow in their place. It pulls up the rotten roots, so that new roots hidden beneath have room to grow. Whatever sorrow shakes from your heart, far better things will take their place."
54,Rumi Quotes,Become the sky. Take an axe to the prison wall. Escape.
55,Rumi Quotes,Love sometimes wants to do us a great favor: hold us upside down and shake all the nonsense out.
56,Rumi Quotes,"Everyone has been made for some particular work, and the desire for that work has been put in every heart."
57,Rumi Quotes,Something opens our wings. Something makes boredom and hurt disappear. Someone fills the cup in front of us: We taste only sacredness.
58,Rumi Quotes,Seek the wisdom that will untie your knot. Seek the path that demands your whole being.
59,Rumi Quotes,Wisdom tells us we are not worthy; love tells us we are. My life flows between the two.
60,Rumi Quotes,Seek the sound that never ceases. Seek the sun that never sets.
61,Rumi Quotes,"Lovers have heartaches that can’t be cured by drugs or sleep, or games, but only by seeing their beloved."
62,Rumi Quotes,"Why are you knocking at every door? Go, knock at the door of your own heart."
63,Rumi Quotes,Death has nothing to do with going away. The sun sets. The moon sets. But they are not gone.
64,Rumi Quotes,We carry inside us the wonders we seek outside us.
65,Rumi Quotes,"I have been a seeker and I still am, but I stopped asking the books and the stars. I started listening to the teaching of my soul."
66,Rumi Quotes,"Keep silent, because the world of silence is a vast fullness."
67,Rumi Quotes,"The spirit is so near that you can’t see it! But reach for it… don’t be a jar, full of water, whose rim is always dry. Don’t be the rider who gallops all night and never sees the horse that is beneath him."
68,Rumi Quotes,"There is a voice that doesn’t use words, listen."
69,Rumi Quotes,"When the world pushes you to your knees, you’re in the perfect position to pray."
70,Rumi Quotes,Let your teacher be love itself.
71,Rumi Quotes,I should be suspicious of what I want.
72,Rumi Quotes,Life is a balance of holding on and letting go.
73,Rumi Quotes,"I am not this hair, I am not this skin, I am the soul that lives within."
74,Rumi Quotes,"Achieve some perfection yourself, so that you may not fall into sorrow by seeing the perfection in others."
75,Rumi Quotes,"Patience with small details makes perfect a large work, like the universe."
76,Rumi Quotes,Let us carve gems out of our stony hearts and let them light our path to love.
77,Rumi Quotes,"Whoever has heart’s doors wide open, could see the sun itself in every atom."
78,Rumi Quotes,"When I am silent, I fall into the place where everything is music."
79,Rumi Quotes,"By God, when you see your beauty you will be the idol of yourself."
80,Rumi Quotes,"Caught by our own thoughts, we worry about everything."
81,Rumi Quotes,"I want to sing like the birds sing, not worrying about who hears or what they think."
82,Rumi Quotes,A thousand half-loves must be forsaken to take one whole heart home.
83,Rumi Quotes,"You were born with wings, why prefer to crawl through life?"
84,Rumi Quotes,Suffering is a gift. In it is hidden mercy.
85,Rumi Quotes,"Take someone who doesn’t keep score, who’s not looking to be richer, or afraid of losing, who has not the slightest interest even in his own personality: he’s free."
86,Rumi Quotes,"Be an empty page, untouched by words."
87,Rumi Quotes,"Be drunk with love, for love is all that exists."
88,Rumi Quotes,"With every breath, I plant the seeds of devotion, I am a farmer of the heart."
89,Rumi Quotes,"It’s your road and yours alone. Others may walk it with you, but no one can walk it for you."
90,Rumi Quotes,"Anyone who genuinely and consistently with both hands looks for something, will find it."
91,Rumi Quotes,"There is a candle in your heart, ready to be kindled. There is a void in your soul, ready to be filled. You feel it, don’t you?"
92,Rumi Quotes,The whole universe is contained within a single human being – you.
93,Rumi Quotes,"In the blackest of your moments, wait with no fear."
94,Rumi Quotes,"Wherever you are, and whatever you do, be in love."
95,Rumi Quotes,You are not a drop in the ocean. You are the entire ocean in a drop.
96,Rumi Quotes,"I know you’re tired but come, this is the way."
97,Rumi Quotes,And you? When will you begin that long journey into yourself?
98,Rumi Quotes,"Study me as much as you like, you will not know me, for I differ in a hundred ways from what you see me to be. Put yourself behind my eyes and see me as I see myself, for I have chosen to dwell in a place you cannot see."
99,Rumi Quotes,Who could be so lucky? Who comes to a lake for water and sees the reflection of moon.
100,Rumi Quotes,Two there are who are never satisfied — the lover of the world and the lover of knowledge.
101,Rumi Quotes,Run from what’s comfortable. Forget safety. Live where you fear to live. Destroy your reputation. Be notorious. I have tried prudent planning long enough. From now on I’ll be mad.
102,Rumi Quotes,In Silence there is eloquence. Stop weaving and see how the pattern improves.
103,Rumi Quotes,I closed my mouth and spoke to you in a hundred silent ways.
104,Rumi Quotes,"Ignore those that make you fearful and sad, that degrade you back towards disease and death."
105,Rumi Quotes,The breeze at dawn has secrets to tell you. Don’t go back to sleep.
106,Rumi Quotes,"You think because you understand ‘one’ you must also understand ‘two’, because one and one make two. But you must also understand ‘and’."
107,Rumi Quotes,There is a secret medicine given only to those who hurt so hard they can’t hope. The hopers would feel slighted if they knew.
108,Rumi Quotes,"God turns you from one feeling to another and teaches by means of opposites so that you will have two wings to fly, not one."
109,Rumi Quotes,"All people on the planet are children, except for a very few. No one is grown up except those free of desire."
110,Rumi Quotes,"Let the lover be disgraceful, crazy, absentminded. Someone sober will worry about things going badly. Let the lover be."
111,Rumi Quotes,"Be a lamp, or a lifeboat, or a ladder. Help someone’s soul heal. Walk out of your house like a shepherd."
112,Rumi Quotes,I once had a thousand desires. But in my one desire to know you all else melted away.
113,Rumi Quotes,Out beyond ideas of wrongdoing and rightdoing there is a field. I’ll meet you there.
114,Rumi Quotes,"Not only the thirsty seek the water, the water as well seeks the thirsty."
115,Rumi Quotes,Let yourself be silently drawn by the strange pull of what you really love. It will not lead you astray.
116,Rumi Quotes,Moonlight floods the whole sky from horizon to horizon; how much it can fill your room depends on its windows.
117,Rumi Quotes,Let yourself be drawn by the stronger pull of that which you truly love.
118,Rumi Quotes,"We come spinning out of nothingness, scattering stars like dust."
119,Rumi Quotes,Remember. The way you make love is the way God will be with you.
120,Rumi Quotes,"I didn’t come here of my own accord, and I can’t leave that way. Whoever brought me here will have to take me home."
121,Rumi Quotes,"On a day when the wind is perfect, the sail just needs to open and the world is full of beauty. Today is such a day."
122,Rumi Quotes,"When you feel a peaceful joy, that’s when you are near truth."
123,Rumi Quotes,Either give me more wine or leave me alone.
124,Rumi Quotes,"When someone beats a rug, the blows are not against the rug, but against the dust in it."
125,Rumi Quotes,"They say there is a doorway from heart to heart, but what is the use of a door when there are no walls?"
126,Rumi Quotes,"When someone is counting out gold for you, don’t look at your hands, or the gold. Look at the giver."
127,Rumi Quotes,Is it really so that the one I love is everywhere?
128,Rumi Quotes,Whoever’s calm and sensible is insane!
129,Rumi Quotes,"Poetry can be dangerous, especially beautiful poetry, because it gives the illusion of having had the experience without actually going through it."
130,Rumi Quotes,Give up to grace. The ocean takes care of each wave ’til it gets to shore. You need more help than you know.
131,Rumi Quotes,"Gamble everything for love, if you’re a true human being. If not, leave this gathering. Half-heartedness doesn’t reach into majesty."
132,Rumi Quotes,"In the house of lovers, the music never stops, the walls are made of songs and the floor dances."
133,Rumi Quotes,Let silence take you to the core of life.
134,Rumi Quotes,"You and I have spoken all these words, but for the way we have to go,words are no preparation. I have one small drop of knowing in my soul. Let it dissolve in your ocean."
135,Rumi Quotes,If light is in your heart you will find your way home.
136,Rumi Quotes,"Whenever we manage to love without expectations, calculations, negotiations, we are indeed in heaven."
137,Rumi Quotes,You had better run from me. My words are fire.
138,Rumi Quotes,The moon stays bright when it doesn’t avoid the night.
139,Rumi Quotes,A mountain keeps an echo deep inside. That’s how I hold your voice.
140,Rumi Quotes,"Everything is emptiness. Everything else, accidental. Emptiness brings peace to your loving. Everything else, disease. In this world of trickery, emptiness is what your soul wants."
141,Rumi Quotes,The fault is in the one who blames. Spirit sees nothing to criticize.
142,Rumi Quotes,What will our children do in the morning if they do not see us fly?
143,Rumi Quotes,"When all your desires are distilled; You will cast just two votes – to love more, and be happy."
144,Rumi Quotes,Everyone is overridden by thoughts; that’s why they have so much heartache and sorrow.
145,Rumi Quotes,The very center of your heart is where life begins. The most beautiful place on earth.
146,Rumi Quotes,"Whenever sorrow comes, be kind to it. For God has placed a pearl in sorrow’s hand."
147,Rumi Quotes,The beauty you see in me is a reflection of you.
148,Rumi Quotes,Wear gratitude like a cloak and it will feed every corner of your life.
149,Rumi Quotes,A little while alone in your room will prove more valuable than anything else that could ever be given you.
150,Rumi Quotes,Prayer clears the mist and brings back peace to the soul.
151,Rumi Quotes,The only lasting beauty is the beauty of the heart.
152,Rumi Quotes,"Silence is an ocean. Speech is a river. When the ocean is searching for you, don’t walk into the river. Listen to the ocean."
153,Rumi Quotes,These pains you feel are messengers. Listen to them.
154,Rumi Quotes,Come out of the circle of time and into the circle of love.
155,Rumi Quotes,"A warm, rainy day-this is how it feels when friends get together. Friend refreshes friend then, as flowers do each others, in a spring rain."
156,Rumi Quotes,"To me nothing in the world is as precious as a genuine smile, especially from a child."
157,Rumi Quotes,"Study me as much as you like, you will never know me. For I differ a hundred ways from what you see me to be."
0,Socrates Quotes,Employ your time in improving yourself by other men’s writings so that you shall come easily by what others have labored hard for.
1,Socrates Quotes,"Well I am certainly wiser than this man. It is only too likely that neither of us has any knowledge to boast of; but he thinks that he knows something which he does not know, whereas I am quite conscious of my ignorance. At any rate it seems that I am wiser than he is to this small extent, that I do not think that I know what I do not know."
2,Socrates Quotes,The beginning of wisdom is a definition of terms.
3,Socrates Quotes,What a lot of things there are a man can do without.
4,Socrates Quotes,I cannot teach anybody anything. I can only make them think.
5,Socrates Quotes,Slanderers do not hurt me because they do not hit me.
6,Socrates Quotes,I was afraid that by observing objects with my eyes and trying to comprehend them with each of my other senses I might blind my soul altogether.
7,Socrates Quotes,Know thyself.
8,Socrates Quotes,"He who is not contented with what he has, would not be contented with what he would like to have."
9,Socrates Quotes,"If a man is proud of his wealth, he should not be praised until it is known how he employs it."
10,Socrates Quotes,"Where there is reverence there is fear, but there is not reverence everywhere that there is fear, because fear presumably has a wider extension than reverence."
11,Socrates Quotes,"They are not only idle who do nothing, but they are idle also who might be better employed."
12,Socrates Quotes,"Our prayers should be for blessings in general, for God knows best what is good for us."
13,Socrates Quotes,I only wish that ordinary people had an unlimited capacity for doing harm; then they might have an unlimited power for doing good.
14,Socrates Quotes,How many are the things I can do without!
15,Socrates Quotes,I was really too honest a man to be a politician and live.
16,Socrates Quotes,Ordinary people seem not to realize that those who really apply themselves in the right way to philosophy are directly and of their own accord preparing themselves for dying and death.
17,Socrates Quotes,"See one promontory, one mountain, one sea, one river and see all."
18,Socrates Quotes,"A system of morality which is based on relative emotional values is a mere illusion, a thoroughly vulgar conception which has nothing sound in it and nothing true."
19,Socrates Quotes,"By all means marry. If you get a good wife you will become happy, and if you get a bad one you will become a philosopher."
20,Socrates Quotes,"When desire, having rejected reason and overpowered judgment which leads to right, is set in the direction of the pleasure which beauty can inspire, and when again under the influence of its kindred desires it is moved with violent motion towards the beauty of corporeal forms, it acquires a surname from this very violent motion, and is called love."
21,Socrates Quotes,"I pray Thee, O God, that I may be beautiful within."
22,Socrates Quotes,"Nature has given us two ears, two eyes, and but one tongue-to the end that we should hear and see more than we speak."
23,Socrates Quotes,"In childhood be modest, in youth temperate, in adulthood just, and in old age prudent."
24,Socrates Quotes,"The end of life is to be like God, and the soul following God will be like Him."
25,Socrates Quotes,"We are in fact convinced that if we are ever to have pure knowledge of anything, we must get rid of the body and contemplate things by themselves with the soul by itself. It seems, to judge from the argument, that the wisdom which we desire and upon which we profess to have set our hearts will be attainable only when we are dead and not in our lifetime."
26,Socrates Quotes,Nothing is to be preferred before justice.
27,Socrates Quotes,"Let him that would move the world, first move himself."
28,Socrates Quotes,"The comic and the tragic lie inseparably close, like light and shadow."
29,Socrates Quotes,"I am not an Athenian, nor a Greek, but a citizen of the world."
30,Socrates Quotes,Call no man unhappy until he is married.
31,Socrates Quotes,Happiness is unrepentant pleasure.
32,Socrates Quotes,"Wars and revolutions and battles are due simply and solely to the body and its desires. All wars are undertaken for the acquisition of wealth; and the reason why we have to acquire wealth is the body, because we are slaves in its service."
33,Socrates Quotes,"No man undertakes a trade he has not learned, even the meanest; yet everyone thinks himself sufficiently qualified for the hardest of all trades, that of government."
34,Socrates Quotes,The only good is knowledge and the only evil is ignorance.
35,Socrates Quotes,The nearest way to glory is to strive to be what you wish to be thought to be.
36,Socrates Quotes,"Be slow to fall into friendship; but when thou art in, continue firm and constant."
37,Socrates Quotes,Worthless people love only to eat and drink; people of worth eat and drink only to live.
38,Socrates Quotes,"Once made equal to man, woman becomes his superior."
39,Socrates Quotes,"Crito, I owe a cock to Asclepius; will you remember to pay the debt?"
40,Socrates Quotes,Fame is the perfume of heroic deeds.
41,Socrates Quotes,The envious person grows lean with the fatness of their neighbor.
42,Socrates Quotes,An education obtained with money is worse than no education at all.
43,Socrates Quotes,"Whom do I call educated? First, those who manage well the circumstances they encounter day by day. Next, those who are decent and honorable in their intercourse with all men, bearing easily and good naturedly what is offensive in others and being as agreeable and reasonable to their associates as is humanly possible to be… those who hold their pleasures always under control and are not ultimately overcome by their misfortunes… those who are not spoiled by their successes, who do not desert their true selves but hold their ground steadfastly as wise and sober — minded men."
44,Socrates Quotes,"False words are not only evil in themselves, but they infect the soul with evil."
45,Socrates Quotes,The fewer our wants the more we resemble the Gods.
46,Socrates Quotes,Life contains but two tragedies. One is not to get your heart’s desire; the other is to get it.
47,Socrates Quotes,"Whenever, therefore, people are deceived and form opinions wide of the truth, it is clear that the error has slid into their minds through the medium of certain resemblances to that truth."
48,Socrates Quotes,"If I tell you that I would be disobeying the god and on that account it is impossible for me to keep quiet, you won’t be persuaded by me, taking it that I am ionizing. And if I tell you that it is the greatest good for a human being to have discussions every day about virtue and the other things you hear me talking about, examining myself and others, and that the unexamined life is not livable for a human being, you will be even less persuaded."
49,Socrates Quotes,"The hour of departure has arrived and we go our ways; I to die, and you to live. Which is better? Only God knows."
50,Socrates Quotes,"To fear death, my friends, is only to think ourselves wise, without being wise: for it is to think that we know what we do not know. For anything that men can tell, death may be the greatest good that can happen to them: but they fear it as if they knew quite well that it was the greatest of evils. And what is this but that shameful ignorance of thinking that we know what we do not know?"
51,Socrates Quotes,"Think not those faithful who praise all thy words and actions, but those who kindly reprove thy faults."
52,Socrates Quotes,Give me beauty in the inward soul; may the outward and the inward man be at one.
53,Socrates Quotes,He is rich who is content with the least; for contentment is the wealth of nature.
54,Socrates Quotes,"Remember, no human condition is ever permanent. Then you will not be overjoyed in good fortune nor too scornful in misfortune."
55,Socrates Quotes,Beauty is a short-lived tyranny.
56,Socrates Quotes,The only true wisdom is in knowing you know nothing.
57,Socrates Quotes,"There is only one good, knowledge, and one evil, ignorance."
58,Socrates Quotes,"Be kind, for everyone you meet is fighting a hard battle."
59,Socrates Quotes,Every action has its pleasures and its price.
60,Socrates Quotes,Remember what is unbecoming to do is also unbecoming to speak of.
61,Socrates Quotes,Be as you wish to seem.
62,Socrates Quotes,Do not do to others what angers you if done to you by others.
63,Socrates Quotes,"Bad men live that they may eat and drink, whereas good men eat and drink that they may live."
64,Socrates Quotes,"I know that I am intelligent, because I know that I know nothing."
65,Socrates Quotes,"Are you not ashamed of heaping up the greatest amount of money and honor and reputation, and caring so little about wisdom and truth and the greatest improvement of the soul?"
66,Socrates Quotes,"Remember that there is nothing stable in human affairs; therefore avoid undue elation in prosperity, or undue depression in adversity."
67,Socrates Quotes,We cannot live better than in seeking to become better.
68,Socrates Quotes,"Smart people learn from everything and everyone, average people from their experiences, stupid people already have all the answers."
69,Socrates Quotes,"Education is the kindling of a flame, not the filling of a vessel."
70,Socrates Quotes,"The shortest and surest way to live with honor in the world, is to be in reality what we would appear to be; and if we observe, we shall find, that all human virtues increase and strengthen themselves by the practice of them."
71,Socrates Quotes,No man has the right to be an amateur in the matter of physical training. It is a shame for a man to grow old without seeing the beauty and strength of which his body is capable.
72,Socrates Quotes,I know nothing except the fact of my ignorance.
73,Socrates Quotes,"If you don’t get what you want, you suffer; if you get what you don’t want, you suffer; even when you get exactly what you want, you still suffer because you can’t hold on to it forever. Your mind is your predicament. It wants to be free of change. Free of pain, free of the obligations of life and death. But change is law and no amount of pretending will alter that reality."
74,Socrates Quotes,"There are two kinds of disease of the soul, vice and ignorance."
75,Socrates Quotes,"Sometimes you put walls up not to keep people out, but to see who cares enough to break them down."
76,Socrates Quotes,"Strong minds discuss ideas, average minds discuss events, weak minds discuss people."
77,Socrates Quotes,"The secret of happiness, you see, is not found in seeking more, but in developing the capacity to enjoy less."
78,Socrates Quotes,"Having the fewest wants, I am nearest to the gods."
79,Socrates Quotes,"The children now love luxury. They have bad manners, contempt for authority; they show disrespect for elders and love chatter in place of exercise."
80,Socrates Quotes,Falling down is not a failure. Failure comes when you stay where you have fallen.
81,Socrates Quotes,"Prefer knowledge to wealth, for the one is transitory, the other perpetual."
82,Socrates Quotes,"Get not your friends by bare compliments, but by giving them sensible tokens of your love."
83,Socrates Quotes,All wars are fought for the acquisition of wealth.
84,Socrates Quotes,Thou shouldst eat to live; not live to eat.
85,Socrates Quotes,"If you want to be a good saddler, saddle the worst horse; for if you can tame one, you can tame all."
86,Socrates Quotes,"One should never do wrong in return, nor mistreat any man, no matter how one has been mistreated by him."
87,Socrates Quotes,Be the kind of person that you want people to think you are.
88,Socrates Quotes,The greatest way to live with honour in this world is to be what we pretend to be.
89,Socrates Quotes,"If all our misfortunes were laid in one common heap whence everyone must take an equal portion, most people would be content to take their own and depart."
90,Socrates Quotes,We can easily forgive a child who is afraid of the dark; the real tragedy of life is when men are afraid of the light.
91,Socrates Quotes,"Children nowadays are tyrants. They contradict their parents, gobble their food, and tyrannise their teachers."
92,Socrates Quotes,"The greatest blessing granted to mankind come by way of madness, which is a divine gift."
93,Socrates Quotes,"The years wrinkle our skin, but lack of enthusiasm wrinkles our soul."
94,Socrates Quotes,The highest realms of thought are impossible to reach without first attaining an understanding of compassion.
95,Socrates Quotes,"The easiest and noblest way is not to be crushing others, but to be improving yourselves.”"
96,Socrates Quotes,"When you want wisdom and insight as badly as you want to breathe, it is then you shall have it."
97,Socrates Quotes,To move the world we must move ourselves.
98,Socrates Quotes,Through your rags I see your vanity.
0,Thomas Jefferson Quotes,Nothing can stop the man with the right mental attitude from achieving his goal; nothing on earth can help the man with the wrong mental attitude.
1,Thomas Jefferson Quotes,"When angry count to ten before you speak. If very angry, count to one hundred."
2,Thomas Jefferson Quotes,"We hold these truths to be self-evident: that all men are created equal; that they are endowed by their Creator with certain unalienable rights; that among these are life, liberty, and the pursuit of happiness."
3,Thomas Jefferson Quotes,"Rightful liberty is unobstructed action according to our will within limits drawn around us by the equal rights of others. I do not add ‘within the limits of the law’ because law is often but the tyrant’s will, and always so when it violates the rights of the individual."
4,Thomas Jefferson Quotes,"The care of human life and happiness, and not their destruction, is the first and only object of good government."
5,Thomas Jefferson Quotes,"Experience hath shown, that even under the best forms of government those entrusted with power have, in time, and by slow operations, perverted it into tyranny."
6,Thomas Jefferson Quotes,The tree of liberty must be refreshed from time to time with the blood of patriots and tyrants.
7,Thomas Jefferson Quotes,Every government degenerates when trusted to the rulers of the people alone. The people themselves are its only safe depositories.
8,Thomas Jefferson Quotes,"I never considered a difference of opinion in politics, in religion, in philosophy, as cause for withdrawing from a friend."
9,Thomas Jefferson Quotes,"But friendship is precious, not only in the shade, but in the sunshine of life, and thanks to a benevolent arrangement the greater part of life is sunshine."
10,Thomas Jefferson Quotes,"A Bill of Rights is what the people are entitled to against every government, and what no just government should refuse, or rest on inference."
11,Thomas Jefferson Quotes,I believe that every human mind feels pleasure in doing good to another.
12,Thomas Jefferson Quotes,"Do not bite at the bait of pleasure, till you know there is no hook beneath it."
13,Thomas Jefferson Quotes,"Question with boldness even the existence of a God; because, if there be one, he must more approve of the homage of reason, than that of blind-folded fear."
14,Thomas Jefferson Quotes,"I’m a greater believer in luck, and I find the harder I work the more I have of it."
15,Thomas Jefferson Quotes,We in America do not have government by the majority. We have government by the majority who participate.
16,Thomas Jefferson Quotes,"History, in general, only informs us what bad government is."
17,Thomas Jefferson Quotes,"I had rather be shut up in a very modest cottage with my books, my family and a few old friends, dining on simple bacon, and letting the world roll on as it liked, than to occupy the most splendid post, which any human power can give."
18,Thomas Jefferson Quotes,"If a nation expects to be ignorant and free, in a state of civilization, it expects what never was and never will be."
19,Thomas Jefferson Quotes,There is nothing more unequal than the equal treatment of unequal people.
20,Thomas Jefferson Quotes,"When injustice becomes law, resistance becomes duty."
21,Thomas Jefferson Quotes,Every day is lost in which we do not learn something useful. Man has no nobler or more valuable possession than time.
22,Thomas Jefferson Quotes,"Be polite to all, but intimate with few."
23,Thomas Jefferson Quotes,I believe that banking institutions are more dangerous to our liberties than standing armies.
24,Thomas Jefferson Quotes,"Our liberty depends on the freedom of the press, and that cannot be limited without being lost."
25,Thomas Jefferson Quotes,"I hold it that a little rebellion now and then is a good thing, and as necessary in the political world as storms in the physical."
26,Thomas Jefferson Quotes,"Enlighten the people generally, and tyranny and opressions of the body and mind will vanish like evil spirits at the dawn of day."
27,Thomas Jefferson Quotes,"He who permits himself to tell a lie once, finds it much easier to do it the second time."
28,Thomas Jefferson Quotes,It is error alone which needs the support of government. Truth can stand by itself.
29,Thomas Jefferson Quotes,An honest man can feel no pleasure in the exercise of power over his fellow citizens.
30,Thomas Jefferson Quotes,"Pride costs us more than hunger, thirst, and cold."
31,Thomas Jefferson Quotes,"Peace and friendship with all mankind is our wisest policy, and I wish we may be permitted to pursue it."
32,Thomas Jefferson Quotes,An enemy generally says and believes what he wishes.
33,Thomas Jefferson Quotes,"Where the press is free and every man able to read, all is safe."
34,Thomas Jefferson Quotes,The dead should not rule the living.
35,Thomas Jefferson Quotes,"Experience demands that man is the only animal which devours his own kind, for I can apply no milder term to the general prey of the rich on the poor."
36,Thomas Jefferson Quotes,I prefer dangerous freedom over peaceful slavery.
37,Thomas Jefferson Quotes,"No man will ever bring out of that office the reputation which carries him into it. The honeymoon would be as short in that case as in any other, and its moments of ecstasy would be ransomed by years of torment and hatred."
38,Thomas Jefferson Quotes,Always take hold of things by the smooth handle.
39,Thomas Jefferson Quotes,"Ignorance is preferable to error, and he is less remote from the truth who believes nothing than he who believes what is wrong."
40,Thomas Jefferson Quotes,The laws that forbid the carrying of arms… disarm only those who are neither inclined nor determined to commit crimes.
41,Thomas Jefferson Quotes,"We confide in our strength, without boasting of it, we respect that of others, without fearing it."
42,Thomas Jefferson Quotes,Everything yields to diligence.
43,Thomas Jefferson Quotes,"Too old to plant trees for my own gratification, I shall do it for my posterity."
44,Thomas Jefferson Quotes,"Books constitute capital. A library book lasts as long as a house, for hundreds of years. It is not, then, an article of mere consumption but fairly of capital, and often in the case of professional men, setting out in life, it is their only capital."
45,Thomas Jefferson Quotes,"As new discoveries are made, new truths discovered and manners and opinions change with the change of circumstances, institutions must advance also to keep pace with the times."
46,Thomas Jefferson Quotes,The happiest moments of my life have been the few which I have passed at home in the bosom of my family.
47,Thomas Jefferson Quotes,"I find friendship to be like wine, raw when new, ripened with age, the true old man’s milk and restorative cordial."
48,Thomas Jefferson Quotes,Whiskey claims to itself alone the exclusive office of sot-making.
49,Thomas Jefferson Quotes,I predict future happiness for Americans if they can prevent the government from wasting the labors of the people under the pretense of taking care of them.
50,Thomas Jefferson Quotes,Delay is preferable to error.
51,Thomas Jefferson Quotes,"It is my rule never to take a side in any part in the quarrels of others, nor to inquire into them. I generally presume them to flow from the indulgence of too much passion on both sides, & always find that each party thinks all the wrong was in his adversary. These bickerings, which are always useless, embitter human life more than any other cause…"
52,Thomas Jefferson Quotes,Half a loaf is better than no bread.
53,Thomas Jefferson Quotes,Never spend your money before you have it.
54,Thomas Jefferson Quotes,"The policy of the American government is to leave its citizens free, neither restraining them nor aiding them in their pursuits."
55,Thomas Jefferson Quotes,"Leave all the afternoon for exercise and recreation, which are as necessary as reading. I will rather say more necessary because health is worth more than learning."
56,Thomas Jefferson Quotes,"The art of life is the art of avoiding pain; and he is the best pilot, who steers clearest of the rocks and shoals with which it is beset."
57,Thomas Jefferson Quotes,"With your talents and industry, with science, and that steadfast honesty, which eternally pursues right, regardless of consequences, you may promise yourself everything but health, without which there is no happiness."
58,Thomas Jefferson Quotes,Never trouble another for what you can do yourself.
59,Thomas Jefferson Quotes,Laws and institutions must go hand in hand with the general progress of the human mind.
60,Thomas Jefferson Quotes,"But whether I retire to bed early or late, I rise with the sun."
61,Thomas Jefferson Quotes,No instance exists of a person’s writing two languages perfectly.
62,Thomas Jefferson Quotes,That will always appear to be his native language which was most familiar to him in his youth.
63,Thomas Jefferson Quotes,Nothing is troublesome that we do willingly.
64,Thomas Jefferson Quotes,"The spirit of resistance to government is so valuable on certain occasions, that I wish it always to be kept alive."
65,Thomas Jefferson Quotes,"But this momentous question. Like a fire bell in the night, awakened and filled me with terror."
66,Thomas Jefferson Quotes,"Perfect happiness, I believe, was never intended by the Deity to be the lot of one of his creatures in this world; but that he has very much put in our power the nearness of our approaches to it, is what I have steadfastly believed."
67,Thomas Jefferson Quotes,"When the government fears the people, there is liberty. When the people fear the government, there is tyranny."
68,Thomas Jefferson Quotes,I would rather be exposed to the inconveniencies attending too much liberty than those attending too small a degree of it.
69,Thomas Jefferson Quotes,How much pain have cost us the evils which have never happened.
70,Thomas Jefferson Quotes,"If our house be on fire, without inquiring whether it was fired from within or without, we must try to extinguish it."
71,Thomas Jefferson Quotes,"No occupation is so delightful to me as the culture of the earth, and no culture comparable to that of the garden…But though an old man, I am but a young gardener."
72,Thomas Jefferson Quotes,Advertisements… contain the only truths to be relied on in a newspaper.
73,Thomas Jefferson Quotes,The glow of one warm thought is to me worth more than money.
74,Thomas Jefferson Quotes,"A strict observance of the written laws is doubtless one of the high virtues of a good citizen, but it is not the highest. The laws of necessity, of self preservation, of saving our country when in danger, are of higher obligation."
75,Thomas Jefferson Quotes,"I never submitted the whole system of my opinions to the creed of any party of men whatever in religion, in philosophy, in politics, or in anything else where I was capable of thinking for myself. Such an addiction is the last degradation of a free and moral agent."
76,Thomas Jefferson Quotes,Walking is the very best exercise. Habituate yourself to walk very far.
77,Thomas Jefferson Quotes,"Christianity neither is, nor ever was a part of the common law."
78,Thomas Jefferson Quotes,"If I am to meet with a disappointment, the sooner I know it, the more of life I shall have to wear it off."
79,Thomas Jefferson Quotes,"Was the government to prescribe us our medicine and diet, our bodies would be in such keeping as our souls are now."
80,Thomas Jefferson Quotes,"There is not a truth existing which I fear, or would wish unknown to the whole world."
81,Thomas Jefferson Quotes,"Dispositions of the mind, like limbs of the body, acquire strength by exercise."
82,Thomas Jefferson Quotes,No people who are ignorant can be truly free.
